movie_title,similar_movie_title,similarity_score,rank
Rotor DR1,9,0.47914087772369385,1
Rotor DR1,Terminator Salvation,0.47441887855529785,2
Rotor DR1,A.I. Artificial Intelligence,0.4688014090061188,3
Rotor DR1,The Maze Runner,0.4673290550708771,4
Rotor DR1,Hesher,0.45861077308654785,5
Rotor DR1,Surrogates,0.4536483585834503,6
Rotor DR1,After Earth,0.4500342905521393,7
Rotor DR1,Evolution,0.4453023672103882,8
Rotor DR1,Martian Child,0.44351720809936523,9
Rotor DR1,A Shine of Rainbows,0.4392203390598297,10
12 Angry Men,The Trials Of Darryl Hunt,0.45652201771736145,1
12 Angry Men,Midnight in the Garden of Good and Evil,0.4503866136074066,2
12 Angry Men,Suspect Zero,0.4495288133621216,3
12 Angry Men,Law Abiding Citizen,0.43769192695617676,4
12 Angry Men,The Juror,0.41993841528892517,5
12 Angry Men,Circle,0.4152117967605591,6
12 Angry Men,The Ballad of Gregorio Cortez,0.4145205616950989,7
12 Angry Men,The Secret in Their Eyes,0.41368478536605835,8
12 Angry Men,The Face of an Angel,0.4132597744464874,9
12 Angry Men,Double Jeopardy,0.4061495363712311,10
My Dog Tulip,White Fang,0.5947891473770142,1
My Dog Tulip,Darling Companion,0.51628577709198,2
My Dog Tulip,Adam Resurrected,0.4864639341831207,3
My Dog Tulip,The Shaggy Dog,0.48324933648109436,4
My Dog Tulip,Hachi: A Dog's Tale,0.4727199673652649,5
My Dog Tulip,Eight Below,0.45579561591148376,6
My Dog Tulip,Frankenweenie,0.4546070694923401,7
My Dog Tulip,Animals,0.45113545656204224,8
My Dog Tulip,Red Dog,0.4457370638847351,9
My Dog Tulip,Next Stop Wonderland,0.44529280066490173,10
It Happened One Night,Over Her Dead Body,0.5447517037391663,1
It Happened One Night,The Big Wedding,0.5401556491851807,2
It Happened One Night,Enough Said,0.5283175110816956,3
It Happened One Night,Song One,0.4765862822532654,4
It Happened One Night,Breakdown,0.47018977999687195,5
It Happened One Night,Garden State,0.45280781388282776,6
It Happened One Night,Cinderella,0.450119286775589,7
It Happened One Night,Going the Distance,0.44956710934638977,8
It Happened One Night,The Frozen,0.4475935995578766,9
It Happened One Night,The Exorcism of Emily Rose,0.443288654088974,10
Dogtooth,White Squall,0.5310862064361572,1
Dogtooth,Black Rock,0.5137960314750671,2
Dogtooth,Waterworld,0.510336697101593,3
Dogtooth,Tomorrowland,0.49690765142440796,4
Dogtooth,Earth to Echo,0.48824676871299744,5
Dogtooth,The Blue Lagoon,0.4872792959213257,6
Dogtooth,The Sea Inside,0.48713067173957825,7
Dogtooth,The Brave Little Toaster,0.4828524589538574,8
Dogtooth,Aquamarine,0.4808344841003418,9
Dogtooth,Coraline,0.47090253233909607,10
Tupac: Resurrection,Hustle & Flow,0.4542792737483978,1
Tupac: Resurrection,You Got Served,0.41694366931915283,2
Tupac: Resurrection,Get Rich or Die Tryin',0.40451985597610474,3
Tupac: Resurrection,Straight Outta Compton,0.4027543365955353,4
Tupac: Resurrection,Moulin Rouge!,0.388355553150177,5
Tupac: Resurrection,"Gandhi, My Father",0.3852006196975708,6
Tupac: Resurrection,How High,0.38518866896629333,7
Tupac: Resurrection,Rize,0.3759010136127472,8
Tupac: Resurrection,The Image Revolution,0.3739890158176422,9
Tupac: Resurrection,Pollock,0.36829671263694763,10
Tumbleweeds,House at the End of the Street,0.5889308452606201,1
Tumbleweeds,Sunshine Cleaning,0.5376104712486267,2
Tumbleweeds,The Deep End of the Ocean,0.5314120650291443,3
Tumbleweeds,The Last Song,0.5239885449409485,4
Tumbleweeds,Boyhood,0.5163209438323975,5
Tumbleweeds,Troop Beverly Hills,0.5157240629196167,6
Tumbleweeds,What a Girl Wants,0.5012732148170471,7
Tumbleweeds,Coraline,0.4974006712436676,8
Tumbleweeds,Trust,0.49724236130714417,9
Tumbleweeds,1982,0.4960632622241974,10
The Prophecy,Legion,0.5915383100509644,1
The Prophecy,City of Angels,0.54764324426651,2
The Prophecy,Little Nicky,0.5053471922874451,3
The Prophecy,On The Downlow,0.5031628608703613,4
The Prophecy,Rise of the Guardians,0.48970696330070496,5
The Prophecy,Hellboy II: The Golden Army,0.45672744512557983,6
The Prophecy,Lost Souls,0.4558219611644745,7
The Prophecy,Into the Woods,0.43083688616752625,8
The Prophecy,Man of Steel,0.42661622166633606,9
The Prophecy,Heaven is for Real,0.42473527789115906,10
When the Cat's Away,Beverly Hills Chihuahua,0.5756484866142273,1
When the Cat's Away,Keanu,0.45796141028404236,2
When the Cat's Away,Exotica,0.45772871375083923,3
When the Cat's Away,Catwoman,0.45583754777908325,4
When the Cat's Away,Show Me,0.44906264543533325,5
When the Cat's Away,Walking and Talking,0.4487493336200714,6
When the Cat's Away,Wendy and Lucy,0.4412117600440979,7
When the Cat's Away,Thunder and the House of Magic,0.43699902296066284,8
When the Cat's Away,Gremlins,0.4346173405647278,9
When the Cat's Away,Screwed,0.43249282240867615,10
Pieces of April,House at the End of the Street,0.5196700096130371,1
Pieces of April,Diamond Ruff,0.5026446580886841,2
Pieces of April,8 Days,0.49056071043014526,3
Pieces of April,I Can Do Bad All By Myself,0.490390419960022,4
Pieces of April,My Girl,0.4868592321872711,5
Pieces of April,Trust,0.47751227021217346,6
Pieces of April,The Greatest,0.4756179451942444,7
Pieces of April,Palo Alto,0.4754437506198883,8
Pieces of April,Cinderella,0.4732097387313843,9
Pieces of April,The Long Kiss Goodnight,0.47135183215141296,10
The Big Swap,Down to You,0.49007555842399597,1
The Big Swap,Swimming Pool,0.47328993678092957,2
The Big Swap,The Holiday,0.469961941242218,3
The Big Swap,Why Did I Get Married?,0.46722352504730225,4
The Big Swap,Love Stinks,0.46564218401908875,5
The Big Swap,Someone Like You...,0.4614008963108063,6
The Big Swap,Savage Grace,0.4470929205417633,7
The Big Swap,Straightheads,0.44401848316192627,8
The Big Swap,The Oh in Ohio,0.4385232627391815,9
The Big Swap,The Canyons,0.4177376329898834,10
Old Joy,Into the Grizzly Maze,0.5872832536697388,1
Old Joy,The Best of Me,0.4850707948207855,2
Old Joy,Before Sunset,0.4842097759246826,3
Old Joy,Something Wicked,0.4205591380596161,4
Old Joy,Why Did I Get Married Too?,0.42028915882110596,5
Old Joy,Timber Falls,0.4196414649486542,6
Old Joy,Legends of the Fall,0.40635403990745544,7
Old Joy,Gerry,0.4011230170726776,8
Old Joy,Without a Paddle,0.3978106379508972,9
Old Joy,This Is Martin Bonner,0.3970267176628113,10
Wendy and Lucy,Screwed,0.5927483439445496,1
Wendy and Lucy,Beverly Hills Chihuahua,0.5871514678001404,2
Wendy and Lucy,Because of Winn-Dixie,0.5755382180213928,3
Wendy and Lucy,The Dog Lover,0.5294598340988159,4
Wendy and Lucy,Space Dogs,0.5178397297859192,5
Wendy and Lucy,Come Early Morning,0.5109763145446777,6
Wendy and Lucy,Darling Companion,0.5031023025512695,7
Wendy and Lucy,See Spot Run,0.4989151954650879,8
Wendy and Lucy,The Pet,0.49871328473091125,9
Wendy and Lucy,No Good Deed,0.4957701563835144,10
3 Backyards,The Visit,0.48439541459083557,1
3 Backyards,The Watch,0.4843539297580719,2
3 Backyards,Legends of the Fall,0.4808715879917145,3
3 Backyards,Enter Nowhere,0.47935158014297485,4
3 Backyards,Silverado,0.46664610505104065,5
3 Backyards,The Four Seasons,0.4638555645942688,6
3 Backyards,The Hours,0.45707598328590393,7
3 Backyards,The Cottage,0.4561817944049835,8
3 Backyards,The Funeral,0.45151591300964355,9
3 Backyards,This Is Martin Bonner,0.4468688368797302,10
Pierrot le Fou,Waterworld,0.493393212556839,1
Pierrot le Fou,The Sea Inside,0.4584926962852478,2
Pierrot le Fou,Pirates of the Caribbean: The Curse of the Black Pearl,0.45784810185432434,3
Pierrot le Fou,Coraline,0.45165425539016724,4
Pierrot le Fou,Dogtooth,0.44536712765693665,5
Pierrot le Fou,The Algerian,0.44096285104751587,6
Pierrot le Fou,Six Days Seven Nights,0.4402385354042053,7
Pierrot le Fou,Of Gods and Men,0.4333258271217346,8
Pierrot le Fou,The Shining,0.4321925640106201,9
Pierrot le Fou,Wild Grass,0.43173354864120483,10
Sisters in Law,Winnie Mandela,0.4633692502975464,1
Sisters in Law,Trade,0.44368723034858704,2
Sisters in Law,Snow White: A Deadly Summer,0.42191144824028015,3
Sisters in Law,The Flowers of War,0.4149961471557617,4
Sisters in Law,Born Of War,0.40005892515182495,5
Sisters in Law,Circumstance,0.3955565094947815,6
Sisters in Law,Sympathy for Lady Vengeance,0.39080342650413513,7
Sisters in Law,"Sex, Lies, and Videotape",0.3893977105617523,8
Sisters in Law,Eve's Bayou,0.38759946823120117,9
Sisters in Law,Eastern Promises,0.3804227411746979,10
Ayurveda: Art of Being,Short Cut to Nirvana: Kumbh Mela,0.3750949501991272,1
Ayurveda: Art of Being,Krrish,0.33614298701286316,2
Ayurveda: Art of Being,Naturally Native,0.3244735598564148,3
Ayurveda: Art of Being,Stardust,0.3220331370830536,4
Ayurveda: Art of Being,Samsara,0.31415992975234985,5
Ayurveda: Art of Being,Bled,0.2889174818992615,6
Ayurveda: Art of Being,Veer-Zaara,0.2838915288448334,7
Ayurveda: Art of Being,Aloft,0.2831003665924072,8
Ayurveda: Art of Being,Princess Mononoke,0.2761470079421997,9
Ayurveda: Art of Being,Hard to Be a God,0.27479463815689087,10
Nothing But a Man,Far from Heaven,0.5393598675727844,1
Nothing But a Man,Election,0.4673892855644226,2
Nothing But a Man,America Is Still the Place,0.452562153339386,3
Nothing But a Man,Crooklyn,0.4373936355113983,4
Nothing But a Man,The Great Debaters,0.4300660490989685,5
Nothing But a Man,Selma,0.42761582136154175,6
Nothing But a Man,Freedom Writers,0.4272632598876953,7
Nothing But a Man,Mona Lisa Smile,0.426270067691803,8
Nothing But a Man,School Daze,0.4245828688144684,9
Nothing But a Man,Blue Like Jazz,0.42358285188674927,10
"First Love, Last Rites",10 Things I Hate About You,0.5245407819747925,1
"First Love, Last Rites",Nick and Norah's Infinite Playlist,0.472514808177948,2
"First Love, Last Rites",Boys and Girls,0.46650874614715576,3
"First Love, Last Rites","Remember Me, My Love",0.4594806134700775,4
"First Love, Last Rites",Hall Pass,0.45756807923316956,5
"First Love, Last Rites",That Awkward Moment,0.4502184987068176,6
"First Love, Last Rites",Adore,0.4487325847148895,7
"First Love, Last Rites",Shame,0.4484315812587738,8
"First Love, Last Rites",22 Jump Street,0.44622325897216797,9
"First Love, Last Rites","For a Good Time, Call...",0.4453161060810089,10
Fighting Tommy Riley,Grudge Match,0.5324728488922119,1
Fighting Tommy Riley,The Bad News Bears,0.5183566212654114,2
Fighting Tommy Riley,Fight to the Finish,0.5139110088348389,3
Fighting Tommy Riley,Never Back Down 2: The Beatdown,0.5136904716491699,4
Fighting Tommy Riley,Shaolin Soccer,0.5065805315971375,5
Fighting Tommy Riley,"McFarland, USA",0.4732670187950134,6
Fighting Tommy Riley,Play It to the Bone,0.4725126326084137,7
Fighting Tommy Riley,Million Dollar Baby,0.4504167437553406,8
Fighting Tommy Riley,Top Gun,0.4371873140335083,9
Fighting Tommy Riley,Yoga Hosers,0.4355452358722687,10
Royal Kill,Elektra,0.6052722334861755,1
Royal Kill,Hanna,0.5410572290420532,2
Royal Kill,"Crouching Tiger, Hidden Dragon",0.5333681702613831,3
Royal Kill,Born Of War,0.5182580947875977,4
Royal Kill,The Princess Diaries,0.5044053196907043,5
Royal Kill,The Assassin,0.5019392967224121,6
Royal Kill,Man on Fire,0.4989492893218994,7
Royal Kill,Safe,0.49632564187049866,8
Royal Kill,3 Days to Kill,0.4906318485736847,9
Royal Kill,Kill Bill: Vol. 1,0.48652973771095276,10
The Looking Glass,Welcome to the Rileys,0.5587380528450012,1
The Looking Glass,Black or White,0.5326460599899292,2
The Looking Glass,Sinister 2,0.5219327211380005,3
The Looking Glass,You Can Count on Me,0.5210241079330444,4
The Looking Glass,This Is 40,0.4924730956554413,5
The Looking Glass,My Sister's Keeper,0.4844493865966797,6
The Looking Glass,Mother and Child,0.48361027240753174,7
The Looking Glass,The House of Sand,0.4735182821750641,8
The Looking Glass,Archaeology of a Woman,0.47167283296585083,9
The Looking Glass,Tammy,0.469374418258667,10
Death Race 2000,Need for Speed,0.5199397802352905,1
Death Race 2000,The Running Man,0.48021501302719116,2
Death Race 2000,Speed Racer,0.4795945882797241,3
Death Race 2000,The Final Destination,0.46856948733329773,4
Death Race 2000,The Blood of Heroes,0.4610748589038849,5
Death Race 2000,Rat Race,0.4476875364780426,6
Death Race 2000,The Hit List,0.4379641115665436,7
Death Race 2000,Racing Stripes,0.431968629360199,8
Death Race 2000,The Adjustment Bureau,0.42323970794677734,9
Death Race 2000,Defendor,0.41655245423316956,10
Locker 13,3 Strikes,0.5270506143569946,1
Locker 13,Snatch,0.5136813521385193,2
Locker 13,Albino Alligator,0.50898677110672,3
Locker 13,Small Apartments,0.4865992069244385,4
Locker 13,Twixt,0.48323872685432434,5
Locker 13,Pulp Fiction,0.4814050793647766,6
Locker 13,Easy Money,0.479780375957489,7
Locker 13,From a Whisper to a Scream,0.4770399332046509,8
Locker 13,Irreversible,0.46866437792778015,9
Locker 13,Shooter,0.4621492326259613,10
Midnight Cabaret,Baghead,0.535809338092804,1
Midnight Cabaret,Illuminata,0.4986725151538849,2
Midnight Cabaret,"Synecdoche, New York",0.47823598980903625,3
Midnight Cabaret,Lost Souls,0.47191759943962097,4
Midnight Cabaret,Ghost Rider: Spirit of Vengeance,0.4677320718765259,5
Midnight Cabaret,Goddess of Love,0.4609718322753906,6
Midnight Cabaret,A Simple Wish,0.4555909335613251,7
Midnight Cabaret,Timber Falls,0.4512094259262085,8
Midnight Cabaret,Windsor Drive,0.44764527678489685,9
Midnight Cabaret,The Singing Detective,0.44176122546195984,10
Anderson's Cross,Nick and Norah's Infinite Playlist,0.55792236328125,1
Anderson's Cross,The Dilemma,0.5259007811546326,2
Anderson's Cross,Keeping the Faith,0.4973979592323303,3
Anderson's Cross,Never Let Me Go,0.490869402885437,4
Anderson's Cross,That Awkward Moment,0.48595669865608215,5
Anderson's Cross,Youth in Revolt,0.4852713942527771,6
Anderson's Cross,American Reunion,0.48444411158561707,7
Anderson's Cross,"Dancer, Texas Pop. 81",0.48275843262672424,8
Anderson's Cross,The Corruptor,0.4749354124069214,9
Anderson's Cross,Sleepover,0.47004765272140503,10
Bizarre,Shame,0.5270504355430603,1
Bizarre,One to Another,0.4624609649181366,2
Bizarre,Just Looking,0.4596606492996216,3
Bizarre,Stolen Summer,0.4544057846069336,4
Bizarre,Alone With Her,0.45053762197494507,5
Bizarre,Unleashed,0.4467664361000061,6
Bizarre,Urbania,0.44611337780952454,7
Bizarre,Me You and Five Bucks,0.44419535994529724,8
Bizarre,Tin Can Man,0.443137526512146,9
Bizarre,Full Frontal,0.44036194682121277,10
Graduation Day,Detention,0.5473231077194214,1
Graduation Day,Jennifer's Body,0.5342804789543152,2
Graduation Day,Anatomy,0.5211929082870483,3
Graduation Day,Pathology,0.51650470495224,4
Graduation Day,How She Move,0.5147934556007385,5
Graduation Day,The Texas Chainsaw Massacre: The Beginning,0.5145639181137085,6
Graduation Day,Girls Gone Dead,0.5066302418708801,7
Graduation Day,Scream,0.4839954078197479,8
Graduation Day,River's Edge,0.4750930368900299,9
Graduation Day,Along Came a Spider,0.470840185880661,10
Some Guy Who Kills People,Oldboy,0.4951530694961548,1
Some Guy Who Kills People,Let's Go to Prison,0.48082756996154785,2
Some Guy Who Kills People,Sleepers,0.47985246777534485,3
Some Guy Who Kills People,Taxi Driver,0.47556018829345703,4
Some Guy Who Kills People,Jesus' Son,0.4729377329349518,5
Some Guy Who Kills People,Don't Say a Word,0.4720945954322815,6
Some Guy Who Kills People,Stranded,0.47194597125053406,7
Some Guy Who Kills People,Saw,0.46932560205459595,8
Some Guy Who Kills People,Spider,0.4594881236553192,9
Some Guy Who Kills People,2:13,0.4568054974079132,10
Compliance,Hot Pursuit,0.5236112475395203,1
Compliance,Spring Breakers,0.5202999711036682,2
Compliance,The Business of Strangers,0.5197315812110901,3
Compliance,Bringing Down the House,0.5171190500259399,4
Compliance,Bound,0.5168976187705994,5
Compliance,Taken,0.5108376741409302,6
Compliance,A Low Down Dirty Shame,0.5090096592903137,7
Compliance,Bang,0.5039476156234741,8
Compliance,The Bodyguard,0.5012542605400085,9
Compliance,Jawbreaker,0.500763475894928,10
Chasing Amy,Winter Passing,0.4977828562259674,1
Chasing Amy,World's Greatest Dad,0.49167367815971375,2
Chasing Amy,Little Black Book,0.47479918599128723,3
Chasing Amy,The Glass House,0.4680858850479126,4
Chasing Amy,Julie & Julia,0.46647271513938904,5
Chasing Amy,The Married Woman,0.46222150325775146,6
Chasing Amy,She's the One,0.46190667152404785,7
Chasing Amy,The Spiderwick Chronicles,0.4589333236217499,8
Chasing Amy,Mean Girls,0.4571361839771271,9
Chasing Amy,Head Over Heels,0.45688286423683167,10
Lovely & Amazing,Bad Moms,0.5907942056655884,1
Lovely & Amazing,L!fe Happens,0.5427046418190002,2
Lovely & Amazing,Four Single Fathers,0.527298629283905,3
Lovely & Amazing,Trust,0.5266709923744202,4
Lovely & Amazing,Eulogy,0.5250598192214966,5
Lovely & Amazing,It's a Wonderful Afterlife,0.5231101512908936,6
Lovely & Amazing,Freaky Friday,0.507137656211853,7
Lovely & Amazing,The Deep End of the Ocean,0.505523145198822,8
Lovely & Amazing,The Next Best Thing,0.5018787980079651,9
Lovely & Amazing,Sunshine Cleaning,0.4953685700893402,10
Death Calls,Kites,0.5557079911231995,1
Death Calls,We Have Your Husband,0.5116512775421143,2
Death Calls,Broken Horses,0.5068339109420776,3
Death Calls,The Other Conquest,0.5031731724739075,4
Death Calls,The Ruins,0.4978182911872864,5
Death Calls,Apocalypto,0.4913500249385834,6
Death Calls,Mystic River,0.4904319941997528,7
Death Calls,Magnolia,0.4734581708908081,8
Death Calls,Trade Of Innocents,0.46855849027633667,9
Death Calls,Gone with the Wind,0.454494446516037,10
Better Luck Tomorrow,There Goes My Baby,0.5356029868125916,1
Better Luck Tomorrow,College,0.5059828758239746,2
Better Luck Tomorrow,American Graffiti,0.47528359293937683,3
Better Luck Tomorrow,Old School,0.46870800852775574,4
Better Luck Tomorrow,Cry_Wolf,0.4486255347728729,5
Better Luck Tomorrow,ATL,0.433242529630661,6
Better Luck Tomorrow,The Signal,0.43102434277534485,7
Better Luck Tomorrow,Project X,0.4305438995361328,8
Better Luck Tomorrow,I Know What You Did Last Summer,0.4280948042869568,9
Better Luck Tomorrow,Sleepover,0.42220428586006165,10
The Incredibly True Adventure of Two Girls In Love,Closer,0.6805455684661865,1
The Incredibly True Adventure of Two Girls In Love,Endless Love,0.5904706716537476,2
The Incredibly True Adventure of Two Girls In Love,About Last Night,0.5867239832878113,3
The Incredibly True Adventure of Two Girls In Love,Code 46,0.5836523175239563,4
The Incredibly True Adventure of Two Girls In Love,Knight and Day,0.5727307200431824,5
The Incredibly True Adventure of Two Girls In Love,"I Love You, Don't Touch Me!",0.5648921728134155,6
The Incredibly True Adventure of Two Girls In Love,Next Stop Wonderland,0.5644046068191528,7
The Incredibly True Adventure of Two Girls In Love,Angel Eyes,0.5604138970375061,8
The Incredibly True Adventure of Two Girls In Love,Swimming Pool,0.5584472417831421,9
The Incredibly True Adventure of Two Girls In Love,The Notebook,0.5569862127304077,10
Chuck & Buck,Trees Lounge,0.44376808404922485,1
Chuck & Buck,Cadillac Records,0.44277724623680115,2
Chuck & Buck,Joe Dirt,0.44215714931488037,3
Chuck & Buck,Butch Cassidy and the Sundance Kid,0.4396115839481354,4
Chuck & Buck,Pat Garrett & Billy the Kid,0.4392687976360321,5
Chuck & Buck,Ted,0.4350011646747589,6
Chuck & Buck,Child's Play 2,0.42628180980682373,7
Chuck & Buck,American Outlaws,0.4211902916431427,8
Chuck & Buck,Elf,0.4145093560218811,9
Chuck & Buck,In the Land of Women,0.41171276569366455,10
American Desi,Boyhood,0.544503927230835,1
American Desi,16 to Life,0.5351000428199768,2
American Desi,Neal 'n' Nikki,0.5243145823478699,3
American Desi,Dancin' It's On,0.5199781656265259,4
American Desi,Jab Tak Hai Jaan,0.5174376368522644,5
American Desi,To Write Love on Her Arms,0.5165602564811707,6
American Desi,Before Sunrise,0.5110976099967957,7
American Desi,Water,0.5080089569091797,8
American Desi,"Good bye, Lenin!",0.5055146813392639,9
American Desi,Rang De Basanti,0.5034005045890808,10
Amidst the Devil's Wings,Khiladi 786,0.41793808341026306,1
Amidst the Devil's Wings,Why Did I Get Married?,0.4120347201824188,2
Amidst the Devil's Wings,Forget Me Not,0.41152656078338623,3
Amidst the Devil's Wings,Metropolis,0.4035881757736206,4
Amidst the Devil's Wings,Suspect Zero,0.40153998136520386,5
Amidst the Devil's Wings,Final Destination 5,0.3995878994464874,6
Amidst the Devil's Wings,Flatliners,0.38766181468963623,7
Amidst the Devil's Wings,Pathology,0.3818540573120117,8
Amidst the Devil's Wings,Abandon,0.37763553857803345,9
Amidst the Devil's Wings,Killers,0.3769835829734802,10
Cube,Enter Nowhere,0.6178478598594666,1
Cube,Nine Dead,0.5590075850486755,2
Cube,Seven Pounds,0.5585472583770752,3
Cube,Identity,0.5526305437088013,4
Cube,Earth to Echo,0.5051590800285339,5
Cube,Jeepers Creepers,0.49642565846443176,6
Cube,Cloverfield,0.48491302132606506,7
Cube,Fantastic Four,0.48295995593070984,8
Cube,Monster House,0.48175227642059326,9
Cube,Suspect Zero,0.47841256856918335,10
Love and Other Catastrophes,The Brave Little Toaster,0.5901308059692383,1
Love and Other Catastrophes,Why Did I Get Married?,0.5760005712509155,2
Love and Other Catastrophes,Boyhood,0.572665810585022,3
Love and Other Catastrophes,One Day,0.5184274911880493,4
Love and Other Catastrophes,Lost in Translation,0.5074312090873718,5
Love and Other Catastrophes,Down to You,0.5008904337882996,6
Love and Other Catastrophes,The Rules of Attraction,0.4911081790924072,7
Love and Other Catastrophes,The Longest Ride,0.4904290437698364,8
Love and Other Catastrophes,16 to Life,0.48986130952835083,9
Love and Other Catastrophes,The Best Man Holiday,0.4877525269985199,10
I Married a Strange Person!,Super,0.4683583676815033,1
I Married a Strange Person!,Down to Earth,0.4624706506729126,2
I Married a Strange Person!,Micmacs,0.4624066650867462,3
I Married a Strange Person!,The Adventures of Pinocchio,0.46165183186531067,4
I Married a Strange Person!,Superman III,0.4488562047481537,5
I Married a Strange Person!,Son of the Mask,0.4482061564922333,6
I Married a Strange Person!,Special,0.4473148286342621,7
I Married a Strange Person!,Spider-Man 3,0.4448670446872711,8
I Married a Strange Person!,Robot & Frank,0.44409579038619995,9
I Married a Strange Person!,Hulk,0.4372422993183136,10
November,Howl's Moving Castle,0.5336507558822632,1
November,Tom Jones,0.5253504514694214,2
November,Lights Out,0.5179156064987183,3
November,They,0.5019656419754028,4
November,Birth,0.4925726652145386,5
November,The BFG,0.4780034124851227,6
November,8 Days,0.4768703281879425,7
November,The Ring Two,0.4718240797519684,8
November,Blue Jasmine,0.4688474237918854,9
November,Abandon,0.4685642123222351,10
Like Crazy,Chasing Liberty,0.4000316858291626,1
Like Crazy,Loser,0.39560064673423767,2
Like Crazy,Born Of War,0.38277196884155273,3
Like Crazy,Rendition,0.3647383451461792,4
Like Crazy,Easy Virtue,0.3637681007385254,5
Like Crazy,The Cold Light of Day,0.3637138307094574,6
Like Crazy,School Daze,0.3597266972064972,7
Like Crazy,The Proposal,0.35451412200927734,8
Like Crazy,New York Minute,0.3528338670730591,9
Like Crazy,Admission,0.3524528443813324,10
Teeth and Blood,Colombiana,0.4889678657054901,1
Teeth and Blood,Two Evil Eyes,0.46014270186424255,2
Teeth and Blood,Bled,0.4556804895401001,3
Teeth and Blood,The Twilight Saga: Eclipse,0.4524683356285095,4
Teeth and Blood,Scream,0.44652509689331055,5
Teeth and Blood,The Midnight Meat Train,0.44426101446151733,6
Teeth and Blood,The Howling,0.44201022386550903,7
Teeth and Blood,Kill Bill: Vol. 1,0.43983590602874756,8
Teeth and Blood,Connie and Carla,0.4375315010547638,9
Teeth and Blood,Daybreakers,0.43698543310165405,10
Sugar Town,Grace Unplugged,0.4570184648036957,1
Sugar Town,Glitter,0.4539645314216614,2
Sugar Town,The Married Woman,0.45079249143600464,3
Sugar Town,Mommie Dearest,0.43040749430656433,4
Sugar Town,Begin Again,0.4289894104003906,5
Sugar Town,Living Out Loud,0.42484092712402344,6
Sugar Town,The Last Five Years,0.4225495755672455,7
Sugar Town,Someone Like You...,0.4207428991794586,8
Sugar Town,Colombiana,0.42048197984695435,9
Sugar Town,Lisa Picard Is Famous,0.4070934057235718,10
The Motel,Big,0.5589587092399597,1
The Motel,Trees Lounge,0.49406543374061584,2
The Motel,Evolution,0.48774436116218567,3
The Motel,I Am Sam,0.4846149682998657,4
The Motel,St. Vincent,0.48374903202056885,5
The Motel,A Shine of Rainbows,0.48021066188812256,6
The Motel,The Battle of Shaker Heights,0.4790475070476532,7
The Motel,Martian Child,0.47897619009017944,8
The Motel,"Guten Tag, Ramón",0.47632941603660583,9
The Motel,Submarine,0.475877046585083,10
The Canyons,Pandora's Box,0.5645900964736938,1
The Canyons,Swimming Pool,0.5504436492919922,2
The Canyons,Closer,0.5143075585365295,3
The Canyons,Red State,0.5087498426437378,4
The Canyons,Irreversible,0.5025355219841003,5
The Canyons,On The Downlow,0.5024065971374512,6
The Canyons,City of Angels,0.49945247173309326,7
The Canyons,Endless Love,0.4924614727497101,8
The Canyons,Sex With Strangers,0.4918707311153412,9
The Canyons,Heavy Metal,0.4916163682937622,10
On the Outs,Go,0.6042296886444092,1
On the Outs,Easy Money,0.590585470199585,2
On the Outs,The Wackness,0.5583025217056274,3
On the Outs,Requiem for a Dream,0.5530771613121033,4
On the Outs,Fetching Cody,0.533462405204773,5
On the Outs,Light Sleeper,0.5312904119491577,6
On the Outs,"Bright Lights, Big City",0.5304059982299805,7
On the Outs,Get Rich or Die Tryin',0.5290178656578064,8
On the Outs,Maria Full of Grace,0.521952748298645,9
On the Outs,Trainspotting,0.4949171543121338,10
Shotgun Stories,Legends of the Fall,0.5090765953063965,1
Shotgun Stories,Into the Grizzly Maze,0.5010935068130493,2
Shotgun Stories,The Timber,0.4998161196708679,3
Shotgun Stories,The Ridiculous 6,0.4922473728656769,4
Shotgun Stories,The Dukes of Hazzard,0.4647466540336609,5
Shotgun Stories,The Funeral,0.45320969820022583,6
Shotgun Stories,Four Brothers,0.44553425908088684,7
Shotgun Stories,American Heist,0.4437052011489868,8
Shotgun Stories,The Visit,0.44065606594085693,9
Shotgun Stories,Jeepers Creepers,0.4405316710472107,10
Exam,The Ugly Truth,0.38944292068481445,1
Exam,Session 9,0.3801034688949585,2
Exam,Grave Encounters,0.3678250312805176,3
Exam,Antitrust,0.3523901402950287,4
Exam,12 Angry Men,0.34607425332069397,5
Exam,Chicago Overcoat,0.3431290090084076,6
Exam,Slackers,0.34249794483184814,7
Exam,Four Rooms,0.3421592116355896,8
Exam,"Signed, Sealed, Delivered",0.3413054943084717,9
Exam,Armored,0.33629003167152405,10
The Sticky Fingers of Time,Cloud Atlas,0.4414515495300293,1
The Sticky Fingers of Time,What the #$*! Do We (K)now!?,0.4289814829826355,2
The Sticky Fingers of Time,Woman Thou Art Loosed,0.42733198404312134,3
The Sticky Fingers of Time,Dreaming of Joseph Lees,0.4262905418872833,4
The Sticky Fingers of Time,Abandon,0.42449092864990234,5
The Sticky Fingers of Time,8 Days,0.42102500796318054,6
The Sticky Fingers of Time,Dark Water,0.4189809560775757,7
The Sticky Fingers of Time,Young Adult,0.4180561304092407,8
The Sticky Fingers of Time,Kissing Jessica Stein,0.41802191734313965,9
The Sticky Fingers of Time,Yes,0.4093894362449646,10
Sunday School Musical,Standing Ovation,0.5628415942192078,1
Sunday School Musical,Bandslam,0.4729900062084198,2
