movie1,movie2,weight
addams family values (1993),courage under fire (1996),2
addams family values (1993),flirting with disaster (1996),3
addams family values (1993),restoration (1995),2
"age of innocence, the (1993)",aladdin (1992),4
"age of innocence, the (1993)","aristocats, the (1970)",4
"age of innocence, the (1993)",balto (1995),2
"age of innocence, the (1993)",batman (1989),6
"age of innocence, the (1993)",beauty and the beast (1991),4
"age of innocence, the (1993)","cable guy, the (1996)",2
"age of innocence, the (1993)",casper (1995),2
"age of innocence, the (1993)",courage under fire (1996),2
"age of innocence, the (1993)",dances with wolves (1990),5
"age of innocence, the (1993)",dr. strangelove or: how i learned to stop worrying and love the bomb (1964),2
"age of innocence, the (1993)",fargo (1996),4
"age of innocence, the (1993)",ghost (1990),5
"age of innocence, the (1993)","goofy movie, a (1995)",2
"age of innocence, the (1993)",home alone (1990),2
"age of innocence, the (1993)",hot shots! part deux (1993),2
"age of innocence, the (1993)",independence day (a.k.a. id4) (1996),2
"age of innocence, the (1993)",jumanji (1995),2
"age of innocence, the (1993)","jungle book, the (1994)",3
"age of innocence, the (1993)",kingpin (1996),2
"age of innocence, the (1993)","lion king, the (1994)",4
"age of innocence, the (1993)","mask, the (1994)",4
"age of innocence, the (1993)","misérables, les (1995)",3
"age of innocence, the (1993)",mrs. doubtfire (1993),4
"age of innocence, the (1993)","nightmare before christmas, the (1993)",3
"age of innocence, the (1993)",pinocchio (1940),3
"age of innocence, the (1993)",pocahontas (1995),3
"age of innocence, the (1993)",pretty woman (1990),2
"age of innocence, the (1993)",rudy (1993),2
"age of innocence, the (1993)","santa clause, the (1994)",2
"age of innocence, the (1993)",shadowlands (1993),2
"age of innocence, the (1993)","silence of the lambs, the (1991)",5
"age of innocence, the (1993)",sleepless in seattle (1993),3
"age of innocence, the (1993)",snow white and the seven dwarfs (1937),3
"age of innocence, the (1993)",star trek: generations (1994),2
"age of innocence, the (1993)",terminator 2: judgment day (1991),6
"age of innocence, the (1993)",tombstone (1993),3
"age of innocence, the (1993)",twister (1996),2
"age of innocence, the (1993)",unstrung heroes (1995),2
"age of innocence, the (1993)",wyatt earp (1994),2
apollo 13 (1995),flirting with disaster (1996),5
"aristocats, the (1970)",balto (1995),4
"aristocats, the (1970)",city slickers ii: the legend of curly's gold (1994),2
"aristocats, the (1970)",clear and present danger (1994),3
"aristocats, the (1970)",courage under fire (1996),3
"aristocats, the (1970)",dave (1993),5
"aristocats, the (1970)",dracula: dead and loving it (1995),2
"aristocats, the (1970)",immortal beloved (1994),3
"aristocats, the (1970)",in the line of fire (1993),3
"aristocats, the (1970)","little rascals, the (1994)",2
"aristocats, the (1970)",mary shelley's frankenstein (frankenstein) (1994),3
"aristocats, the (1970)","misérables, les (1995)",4
"aristocats, the (1970)",rob roy (1995),2
"aristocats, the (1970)",tombstone (1993),3
"aristocats, the (1970)",unstrung heroes (1995),2
babe (1995),jack (1996),2
balto (1995),batman (1989),3
balto (1995),blade runner (1982),2
balto (1995),"cable guy, the (1996)",2
balto (1995),clear and present danger (1994),3
balto (1995),courage under fire (1996),2
balto (1995),dances with wolves (1990),3
balto (1995),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),2
balto (1995),fargo (1996),2
balto (1995),ghost (1990),2
balto (1995),independence day (a.k.a. id4) (1996),2
balto (1995),legends of the fall (1994),2
balto (1995),mission: impossible (1996),2
balto (1995),"misérables, les (1995)",3
balto (1995),mrs. doubtfire (1993),3
balto (1995),pretty woman (1990),3
balto (1995),pulp fiction (1994),5
balto (1995),"rock, the (1996)",2
balto (1995),rudy (1993),2
balto (1995),schindler's list (1993),3
balto (1995),"shawshank redemption, the (1994)",4
balto (1995),"silence of the lambs, the (1991)",2
balto (1995),sleepless in seattle (1993),3
balto (1995),taxi driver (1976),2
balto (1995),terminator 2: judgment day (1991),4
balto (1995),what's eating gilbert grape (1993),2
batman (1989),flirting with disaster (1996),6
batman (1989),"misérables, les (1995)",4
batman (1989),restoration (1995),3
batman forever (1995),flirting with disaster (1996),8
beauty and the beast (1991),immortal beloved (1994),6
beauty and the beast (1991),restoration (1995),2
beverly hills cop iii (1994),restoration (1995),2
"birdcage, the (1996)",flipper (1996),4
"birdcage, the (1996)","goofy movie, a (1995)",2
"birdcage, the (1996)",shadowlands (1993),2
blade runner (1982),"brady bunch movie, the (1995)",6
blade runner (1982),flirting with disaster (1996),4
blade runner (1982),junior (1994),6
blade runner (1982),"little rascals, the (1994)",3
blade runner (1982),"misérables, les (1995)",4
blade runner (1982),unstrung heroes (1995),2
"brady bunch movie, the (1995)",dracula: dead and loving it (1995),3
"brady bunch movie, the (1995)",immortal beloved (1994),2
braveheart (1995),flipper (1996),2
braveheart (1995),flirting with disaster (1996),8
broken arrow (1996),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),8
broken arrow (1996),flipper (1996),4
broken arrow (1996),flirting with disaster (1996),5
broken arrow (1996),immortal beloved (1994),6
broken arrow (1996),"misérables, les (1995)",3
broken arrow (1996),shadowlands (1993),2
"cable guy, the (1996)",flipper (1996),4
"cable guy, the (1996)",junior (1994),3
"cable guy, the (1996)",mary shelley's frankenstein (frankenstein) (1994),3
"cable guy, the (1996)","misérables, les (1995)",2
casper (1995),cobb (1994),2
casper (1995),flirting with disaster (1996),3
city slickers ii: the legend of curly's gold (1994),flirting with disaster (1996),3
city slickers ii: the legend of curly's gold (1994),shadowlands (1993),2
clear and present danger (1994),flirting with disaster (1996),4
clear and present danger (1994),"hunchback of notre dame, the (1996)",2
clear and present danger (1994),restoration (1995),3
cobb (1994),flirting with disaster (1996),2
cobb (1994),jumanji (1995),2
cobb (1994),"jungle book, the (1994)",2
cobb (1994),what's eating gilbert grape (1993),2
courage under fire (1996),dracula: dead and loving it (1995),2
courage under fire (1996),father of the bride part ii (1995),4
courage under fire (1996),flipper (1996),2
courage under fire (1996),flirting with disaster (1996),3
courage under fire (1996),immortal beloved (1994),3
courage under fire (1996),jack (1996),2
courage under fire (1996),james and the giant peach (1996),3
courage under fire (1996),mary shelley's frankenstein (frankenstein) (1994),2
courage under fire (1996),"misérables, les (1995)",3
courage under fire (1996),"nightmare before christmas, the (1993)",2
courage under fire (1996),restoration (1995),2
courage under fire (1996),snow white and the seven dwarfs (1937),2
courage under fire (1996),unstrung heroes (1995),2
crimson tide (1995),flirting with disaster (1996),4
dances with wolves (1990),flirting with disaster (1996),4
dances with wolves (1990),"goofy movie, a (1995)",3
dances with wolves (1990),immortal beloved (1994),7
dances with wolves (1990),"misérables, les (1995)",5
dances with wolves (1990),restoration (1995),3
dave (1993),"little rascals, the (1994)",3
dave (1993),restoration (1995),2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),flirting with disaster (1996),3
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),grumpier old men (1995),7
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),immortal beloved (1994),2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),"little rascals, the (1994)",3
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),mary shelley's frankenstein (frankenstein) (1994),2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),"misérables, les (1995)",2
dracula: dead and loving it (1995),"flintstones, the (1994)",4
dracula: dead and loving it (1995),flipper (1996),3
dracula: dead and loving it (1995),legends of the fall (1994),2
dracula: dead and loving it (1995),"misérables, les (1995)",2
dracula: dead and loving it (1995),"nightmare before christmas, the (1993)",3
dracula: dead and loving it (1995),pinocchio (1940),3
dracula: dead and loving it (1995),restoration (1995),2
dracula: dead and loving it (1995),rob roy (1995),2
dracula: dead and loving it (1995),sense and sensibility (1995),4
dracula: dead and loving it (1995),snow white and the seven dwarfs (1937),3
dracula: dead and loving it (1995),tombstone (1993),4
dracula: dead and loving it (1995),wyatt earp (1994),2
dumb & dumber (dumb and dumber) (1994),flirting with disaster (1996),4
dunston checks in (1996),"misérables, les (1995)",2
ed wood (1994),"little rascals, the (1994)",3
ed wood (1994),restoration (1995),3
ed wood (1994),shadowlands (1993),3
fargo (1996),"little rascals, the (1994)",3
fargo (1996),"misérables, les (1995)",2
fargo (1996),unstrung heroes (1995),2
father of the bride part ii (1995),flipper (1996),3
father of the bride part ii (1995),flirting with disaster (1996),3
father of the bride part ii (1995),"goofy movie, a (1995)",2
"flintstones, the (1994)","misérables, les (1995)",2
flipper (1996),grumpier old men (1995),3
flipper (1996),"hunchback of notre dame, the (1996)",2
flipper (1996),independence day (a.k.a. id4) (1996),4
flipper (1996),jack (1996),2
flipper (1996),james and the giant peach (1996),3
flipper (1996),kingpin (1996),2
flipper (1996),legends of the fall (1994),2
flipper (1996),mission: impossible (1996),4
flipper (1996),"rock, the (1996)",4
flipper (1996),sense and sensibility (1995),2
flipper (1996),"shawshank redemption, the (1994)",2
flipper (1996),star wars: episode iv - a new hope (1977),4
flipper (1996),tombstone (1993),2
flipper (1996),toy story (1995),4
flipper (1996),twelve monkeys (a.k.a. 12 monkeys) (1995),4
flipper (1996),twister (1996),4
flirting with disaster (1996),forrest gump (1994),8
flirting with disaster (1996),grumpier old men (1995),2
flirting with disaster (1996),home alone (1990),2
flirting with disaster (1996),hot shots! part deux (1993),2
flirting with disaster (1996),immortal beloved (1994),3
flirting with disaster (1996),in the line of fire (1993),3
flirting with disaster (1996),independence day (a.k.a. id4) (1996),4
flirting with disaster (1996),interview with the vampire: the vampire chronicles (1994),3
flirting with disaster (1996),jumanji (1995),3
flirting with disaster (1996),"jungle book, the (1994)",2
flirting with disaster (1996),jurassic park (1993),4
flirting with disaster (1996),kingpin (1996),3
flirting with disaster (1996),legends of the fall (1994),2
flirting with disaster (1996),"little rascals, the (1994)",2
flirting with disaster (1996),mrs. doubtfire (1993),5
flirting with disaster (1996),pretty woman (1990),5
flirting with disaster (1996),restoration (1995),2
flirting with disaster (1996),rob roy (1995),5
flirting with disaster (1996),robin hood: men in tights (1993),3
flirting with disaster (1996),"rock, the (1996)",3
flirting with disaster (1996),rudy (1993),2
flirting with disaster (1996),schindler's list (1993),4
flirting with disaster (1996),speed (1994),6
flirting with disaster (1996),star trek: generations (1994),4
flirting with disaster (1996),taxi driver (1976),5
flirting with disaster (1996),terminator 2: judgment day (1991),5
flirting with disaster (1996),twister (1996),2
flirting with disaster (1996),unstrung heroes (1995),3
flirting with disaster (1996),what's eating gilbert grape (1993),3
get shorty (1995),"goofy movie, a (1995)",3
ghost (1990),"misérables, les (1995)",4
ghost (1990),restoration (1995),3
ghost (1990),unstrung heroes (1995),2
goldeneye (1995),shadowlands (1993),2
"goofy movie, a (1995)",in the line of fire (1993),3
"goofy movie, a (1995)","little rascals, the (1994)",3
"goofy movie, a (1995)","misérables, les (1995)",3
"goofy movie, a (1995)",sense and sensibility (1995),2
home alone (1990),immortal beloved (1994),4
hot shots! part deux (1993),immortal beloved (1994),4
hot shots! part deux (1993),"little rascals, the (1994)",3
"hunchback of notre dame, the (1996)","little rascals, the (1994)",2
"hunchback of notre dame, the (1996)",mary shelley's frankenstein (frankenstein) (1994),2
immortal beloved (1994),mission: impossible (1996),4
immortal beloved (1994),pinocchio (1940),3
immortal beloved (1994),pretty woman (1990),4
immortal beloved (1994),"rock, the (1996)",3
immortal beloved (1994),shadowlands (1993),2
immortal beloved (1994),snow white and the seven dwarfs (1937),6
immortal beloved (1994),tombstone (1993),5
immortal beloved (1994),twister (1996),3
immortal beloved (1994),unstrung heroes (1995),3
in the line of fire (1993),james and the giant peach (1996),2
in the line of fire (1993),"little rascals, the (1994)",2
independence day (a.k.a. id4) (1996),"little rascals, the (1994)",4
independence day (a.k.a. id4) (1996),"misérables, les (1995)",4
independence day (a.k.a. id4) (1996),restoration (1995),3
interview with the vampire: the vampire chronicles (1994),restoration (1995),2
interview with the vampire: the vampire chronicles (1994),unstrung heroes (1995),2
jack (1996),"little rascals, the (1994)",2
jack (1996),shadowlands (1993),2
jack (1996),unstrung heroes (1995),2
james and the giant peach (1996),legends of the fall (1994),2
james and the giant peach (1996),"little rascals, the (1994)",2
james and the giant peach (1996),mary shelley's frankenstein (frankenstein) (1994),2
james and the giant peach (1996),restoration (1995),2
jumanji (1995),"little rascals, the (1994)",4
junior (1994),"rock, the (1996)",7
jurassic park (1993),restoration (1995),2
kingpin (1996),"little rascals, the (1994)",2
kingpin (1996),mary shelley's frankenstein (frankenstein) (1994),2
kingpin (1996),while you were sleeping (1995),5
legends of the fall (1994),restoration (1995),3
"lion king, the (1994)",restoration (1995),2
"little rascals, the (1994)",mission: impossible (1996),3
"little rascals, the (1994)",naked gun 33 1/3: the final insult (1994),2
"little rascals, the (1994)","nightmare before christmas, the (1993)",5
"little rascals, the (1994)","rock, the (1996)",3
"little rascals, the (1994)",schindler's list (1993),3
"little rascals, the (1994)","silence of the lambs, the (1991)",3
"little rascals, the (1994)",taxi driver (1976),2
"little rascals, the (1994)",twelve monkeys (a.k.a. 12 monkeys) (1995),3
"little rascals, the (1994)",twister (1996),2
"little rascals, the (1994)",what's eating gilbert grape (1993),2
mary shelley's frankenstein (frankenstein) (1994),pinocchio (1940),2
mary shelley's frankenstein (frankenstein) (1994),restoration (1995),2
mary shelley's frankenstein (frankenstein) (1994),"rock, the (1996)",5
"mask, the (1994)",restoration (1995),2
mission: impossible (1996),"misérables, les (1995)",2
mission: impossible (1996),restoration (1995),4
"misérables, les (1995)","nightmare before christmas, the (1993)",3
"misérables, les (1995)",pinocchio (1940),4
"misérables, les (1995)",restoration (1995),2
"misérables, les (1995)",robin hood: men in tights (1993),2
"misérables, les (1995)","rock, the (1996)",2
"misérables, les (1995)","silence of the lambs, the (1991)",4
"misérables, les (1995)",star wars: episode iv - a new hope (1977),5
"misérables, les (1995)",taxi driver (1976),3
"misérables, les (1995)",terminator 2: judgment day (1991),5
"misérables, les (1995)",what's eating gilbert grape (1993),4
mrs. doubtfire (1993),restoration (1995),2
mrs. doubtfire (1993),shadowlands (1993),3
naked gun 33 1/3: the final insult (1994),shadowlands (1993),2
pinocchio (1940),wyatt earp (1994),3
pretty woman (1990),restoration (1995),2
pretty woman (1990),unstrung heroes (1995),2
restoration (1995),"rock, the (1996)",3
restoration (1995),"santa clause, the (1994)",2
restoration (1995),sleepless in seattle (1993),2
restoration (1995),speed (1994),2
restoration (1995),star trek: generations (1994),4
restoration (1995),star wars: episode iv - a new hope (1977),3
restoration (1995),taxi driver (1976),3
restoration (1995),true lies (1994),2
restoration (1995),twister (1996),4
rudy (1993),sense and sensibility (1995),6
schindler's list (1993),unstrung heroes (1995),2
shadowlands (1993),tombstone (1993),2
shadowlands (1993),unstrung heroes (1995),2
shadowlands (1993),while you were sleeping (1995),2
shadowlands (1993),wyatt earp (1994),2
sleepless in seattle (1993),unstrung heroes (1995),2
apocalypse now (1979),eight men out (1988),2
apocalypse now (1979),quick change (1990),2
beetlejuice (1988),eight men out (1988),2
beetlejuice (1988),quick change (1990),2
big (1988),eight men out (1988),2
big (1988),quick change (1990),2
big (1988),"truth about cats & dogs, the (1996)",3
"blair witch project, the (1999)",eight men out (1988),2
"blair witch project, the (1999)",quick change (1990),2
casino (1995),eight men out (1988),2
casino (1995),quick change (1990),2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),eight men out (1988),2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),quick change (1990),2
eight men out (1988),quick change (1990),2
eight men out (1988),"shining, the (1980)",3
eight men out (1988),"truth about cats & dogs, the (1996)",2
quick change (1990),"shining, the (1980)",2
2001: a space odyssey (1968),"american in paris, an (1951)",2
2001: a space odyssey (1968),in the mouth of madness (1995),4
2001: a space odyssey (1968),jude (1996),2
2001: a space odyssey (1968),muriel's wedding (1994),2
2001: a space odyssey (1968),"prophecy, the (1995)",2
2001: a space odyssey (1968),sophie's choice (1982),2
2001: a space odyssey (1968),when we were kings (1996),4
"african queen, the (1951)",gigi (1958),2
"african queen, the (1951)",in the line of fire (1993),4
"african queen, the (1951)",in the mouth of madness (1995),2
"african queen, the (1951)",jude (1996),2
"african queen, the (1951)",meet me in st. louis (1944),2
"african queen, the (1951)",muriel's wedding (1994),2
"african queen, the (1951)","sex, lies, and videotape (1989)",2
"african queen, the (1951)",sophie's choice (1982),2
"african queen, the (1951)","wild bunch, the (1969)",2
alien (1979),"american in paris, an (1951)",2
alien (1979),charade (1963),2
alien (1979),fearless (1993),2
alien (1979),in the mouth of madness (1995),2
alien (1979),jude (1996),2
alien (1979),muriel's wedding (1994),3
alien (1979),"prophecy, the (1995)",4
alien (1979),sophie's choice (1982),2
"american in paris, an (1951)",apocalypse now (1979),2
"american in paris, an (1951)",babe (1995),2
"american in paris, an (1951)",raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),2
"american president, the (1995)",bonnie and clyde (1967),4
"american president, the (1995)",in the mouth of madness (1995),2
"american president, the (1995)","prophecy, the (1995)",5
"american president, the (1995)",psycho (1960),3
"american president, the (1995)",rebecca (1940),2
"american president, the (1995)","sex, lies, and videotape (1989)",2
"american president, the (1995)",sophie's choice (1982),3
"apartment, the (1960)",cat on a hot tin roof (1958),2
"apartment, the (1960)",dead man walking (1995),3
"apartment, the (1960)","fugitive, the (1993)",8
"apartment, the (1960)",gigi (1958),2
"apartment, the (1960)",in the mouth of madness (1995),2
"apartment, the (1960)",night of the living dead (1968),2
"apartment, the (1960)",platoon (1986),3
"apartment, the (1960)",star wars: episode v - the empire strikes back (1980),2
"apartment, the (1960)",when we were kings (1996),2
"apartment, the (1960)","wild bunch, the (1969)",2
"apartment, the (1960)","wizard of oz, the (1939)",5
apocalypse now (1979),dolores claiborne (1995),2
apocalypse now (1979),gigi (1958),2
apocalypse now (1979),in the mouth of madness (1995),4
apocalypse now (1979),jude (1996),2
apocalypse now (1979),"prophecy, the (1995)",2
apollo 13 (1995),gigi (1958),2
apollo 13 (1995),in the mouth of madness (1995),2
apollo 13 (1995),sophie's choice (1982),2
babe (1995),cat on a hot tin roof (1958),2
babe (1995),gigi (1958),2
babe (1995),lawrence of arabia (1962),3
babe (1995),platoon (1986),6
babe (1995),sophie's choice (1982),2
babe (1995),when we were kings (1996),2
beauty and the beast (1991),in the mouth of madness (1995),2
beauty and the beast (1991),mr. smith goes to washington (1939),2
beauty and the beast (1991),"prophecy, the (1995)",3
beauty and the beast (1991),secrets & lies (1996),2
beauty and the beast (1991),short cuts (1993),4
beauty and the beast (1991),sophie's choice (1982),2
beauty and the beast (1991),when we were kings (1996),3
blade runner (1982),charade (1963),2
blade runner (1982),gigi (1958),2
blade runner (1982),in the mouth of madness (1995),4
blade runner (1982),muriel's wedding (1994),3
blade runner (1982),sophie's choice (1982),2
bonnie and clyde (1967),bringing up baby (1938),3
bonnie and clyde (1967),cat on a hot tin roof (1958),2
bonnie and clyde (1967),charade (1963),2
bonnie and clyde (1967),fearless (1993),2
bonnie and clyde (1967),in the mouth of madness (1995),2
bonnie and clyde (1967),lawrence of arabia (1962),3
bonnie and clyde (1967),meet me in st. louis (1944),2
bonnie and clyde (1967),mystery science theater 3000: the movie (1996),2
bonnie and clyde (1967),night of the living dead (1968),2
bonnie and clyde (1967),platoon (1986),2
bonnie and clyde (1967),sabrina (1954),3
bonnie and clyde (1967),sophie's choice (1982),2
bound (1996),in the mouth of madness (1995),2
bound (1996),lawrence of arabia (1962),2
bound (1996),mystery science theater 3000: the movie (1996),2
bound (1996),"prophecy, the (1995)",2
bringing up baby (1938),cat on a hot tin roof (1958),2
bringing up baby (1938),dead man walking (1995),4
bringing up baby (1938),dial m for murder (1954),2
bringing up baby (1938),e.t. the extra-terrestrial (1982),3
bringing up baby (1938),gigi (1958),2
bringing up baby (1938),in the line of fire (1993),3
bringing up baby (1938),in the name of the father (1993),2
bringing up baby (1938),"piano, the (1993)",3
bringing up baby (1938),platoon (1986),2
bringing up baby (1938),reservoir dogs (1992),3
bringing up baby (1938),sophie's choice (1982),2
bringing up baby (1938),what's eating gilbert grape (1993),2
carlito's way (1993),courage under fire (1996),3
carlito's way (1993),"crying game, the (1992)",2
carlito's way (1993),fearless (1993),3
carlito's way (1993),gigi (1958),2
carlito's way (1993),hoop dreams (1994),6
carlito's way (1993),in the mouth of madness (1995),2
carlito's way (1993),muriel's wedding (1994),3
carlito's way (1993),singin' in the rain (1952),2
casablanca (1942),gigi (1958),2
casablanca (1942),in the mouth of madness (1995),2
casablanca (1942),jude (1996),3
casablanca (1942),"prophecy, the (1995)",2
casablanca (1942),sophie's choice (1982),2
cat on a hot tin roof (1958),charade (1963),2
cat on a hot tin roof (1958),dead man walking (1995),2
cat on a hot tin roof (1958),"godfather: part ii, the (1974)",2
cat on a hot tin roof (1958),goodfellas (1990),3
cat on a hot tin roof (1958),in the name of the father (1993),2
cat on a hot tin roof (1958),lawrence of arabia (1962),2
cat on a hot tin roof (1958),monty python and the holy grail (1975),2
cat on a hot tin roof (1958),mr. smith goes to washington (1939),2
cat on a hot tin roof (1958),notorious (1946),3
cat on a hot tin roof (1958),one flew over the cuckoo's nest (1975),2
cat on a hot tin roof (1958),"philadelphia story, the (1940)",3
cat on a hot tin roof (1958),psycho (1960),2
cat on a hot tin roof (1958),raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),4
cat on a hot tin roof (1958),rear window (1954),4
cat on a hot tin roof (1958),rebecca (1940),2
cat on a hot tin roof (1958),sabrina (1954),2
cat on a hot tin roof (1958),schindler's list (1993),3
cat on a hot tin roof (1958),singin' in the rain (1952),2
cat on a hot tin roof (1958),some like it hot (1959),2
cat on a hot tin roof (1958),taxi driver (1976),2
cat on a hot tin roof (1958),vertigo (1958),2
charade (1963),goodfellas (1990),2
charade (1963),it's a wonderful life (1946),2
charade (1963),lawrence of arabia (1962),2
charade (1963),notorious (1946),2
charade (1963),psycho (1960),2
charade (1963),reservoir dogs (1992),2
charade (1963),"wizard of oz, the (1939)",2
citizen kane (1941),in the mouth of madness (1995),2
citizen kane (1941),mystery science theater 3000: the movie (1996),3
citizen kane (1941),sophie's choice (1982),2
courage under fire (1996),dolores claiborne (1995),2
courage under fire (1996),lawrence of arabia (1962),2
courage under fire (1996),mr. smith goes to washington (1939),2
courage under fire (1996),"prophecy, the (1995)",2
courage under fire (1996),tales from the crypt presents: bordello of blood (1996),2
"crying game, the (1992)",dolores claiborne (1995),2
"crying game, the (1992)",fearless (1993),2
"crying game, the (1992)",night of the living dead (1968),2
"crying game, the (1992)",sophie's choice (1982),3
dead man walking (1995),meet me in st. louis (1944),2
dead man walking (1995),mr. smith goes to washington (1939),2
dead man walking (1995),mystery science theater 3000: the movie (1996),3
dead man walking (1995),notorious (1946),2
dead man walking (1995),"philadelphia story, the (1940)",5
dead man walking (1995),rebecca (1940),2
dead man walking (1995),sabrina (1954),3
dead man walking (1995),sophie's choice (1982),2
dial m for murder (1954),jude (1996),2
dial m for murder (1954),mystery science theater 3000: the movie (1996),2
dial m for murder (1954),night of the living dead (1968),2
dolores claiborne (1995),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),2
dolores claiborne (1995),"grifters, the (1990)",2
dolores claiborne (1995),in the mouth of madness (1995),2
dolores claiborne (1995),monty python and the holy grail (1975),2
dolores claiborne (1995),"people vs. larry flynt, the (1996)",2
dolores claiborne (1995),"prophecy, the (1995)",2
dolores claiborne (1995),psycho (1960),2
dolores claiborne (1995),rear window (1954),2
dolores claiborne (1995),red rock west (1992),2
dolores claiborne (1995),reservoir dogs (1992),2
dolores claiborne (1995),"wild bunch, the (1969)",2
double happiness (1994),"godfather, the (1972)",2
double happiness (1994),powder (1995),2
double happiness (1994),raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),2
double happiness (1994),rear window (1954),2
double happiness (1994),sabrina (1954),2
double happiness (1994),"silence of the lambs, the (1991)",2
double happiness (1994),singin' in the rain (1952),2
double happiness (1994),some like it hot (1959),2
double happiness (1994),star wars: episode iv - a new hope (1977),2
double happiness (1994),tales from the crypt presents: bordello of blood (1996),2
double happiness (1994),"wizard of oz, the (1939)",2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),gigi (1958),2
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),in the mouth of madness (1995),3
dr. strangelove or: how i learned to stop worrying and love the bomb (1964),jude (1996),3
drop zone (1994),e.t. the extra-terrestrial (1982),2
drop zone (1994),fearless (1993),2
drop zone (1994),"godfather: part ii, the (1974)",2
drop zone (1994),goodfellas (1990),2
drop zone (1994),hoop dreams (1994),2
drop zone (1994),leaving las vegas (1995),2
drop zone (1994),muriel's wedding (1994),2
drop zone (1994),singin' in the rain (1952),2
e.t. the extra-terrestrial (1982),fearless (1993),2
e.t. the extra-terrestrial (1982),gigi (1958),2
e.t. the extra-terrestrial (1982),in the mouth of madness (1995),2
e.t. the extra-terrestrial (1982),in the name of the father (1993),2
e.t. the extra-terrestrial (1982),muriel's wedding (1994),3
e.t. the extra-terrestrial (1982),"prophecy, the (1995)",3
e.t. the extra-terrestrial (1982),sophie's choice (1982),3
ed wood (1994),fearless (1993),3
ed wood (1994),sophie's choice (1982),2
ed wood (1994),when we were kings (1996),3
fargo (1996),in the mouth of madness (1995),4
fargo (1996),sophie's choice (1982),3
fearless (1993),"fish called wanda, a (1988)",2
fearless (1993),"godfather, the (1972)",2
fearless (1993),hoop dreams (1994),3
fearless (1993),in the mouth of madness (1995),2
fearless (1993),powder (1995),2
fearless (1993),"prophecy, the (1995)",3
fearless (1993),psycho (1960),2
fearless (1993),red rock west (1992),2
fearless (1993),star wars: episode iv - a new hope (1977),4
fearless (1993),star wars: episode v - the empire strikes back (1980),2
fearless (1993),taxi driver (1976),3
"fish called wanda, a (1988)",gigi (1958),3
"fish called wanda, a (1988)",jude (1996),2
"fish called wanda, a (1988)","prophecy, the (1995)",2
"fish called wanda, a (1988)",sophie's choice (1982),2
"fugitive, the (1993)",gigi (1958),2
"fugitive, the (1993)",his girl friday (1940),2
"fugitive, the (1993)",night of the living dead (1968),8
"fugitive, the (1993)",secrets & lies (1996),2
"fugitive, the (1993)",sophie's choice (1982),2
gigi (1958),it's a wonderful life (1946),2
gigi (1958),lawrence of arabia (1962),2
gigi (1958),one flew over the cuckoo's nest (1975),2
gigi (1958),"philadelphia story, the (1940)",2
gigi (1958),"piano, the (1993)",2
gigi (1958),psycho (1960),2
gigi (1958),reservoir dogs (1992),2
gigi (1958),"shawshank redemption, the (1994)",2
gigi (1958),"silence of the lambs, the (1991)",2
gigi (1958),singin' in the rain (1952),2
gigi (1958),some like it hot (1959),2
gigi (1958),star wars: episode v - the empire strikes back (1980),2
gigi (1958),toy story (1995),2
"godfather, the (1972)",in the mouth of madness (1995),5
"godfather, the (1972)",jude (1996),3
"godfather, the (1972)",powder (1995),2
"godfather, the (1972)","prophecy, the (1995)",3
"godfather, the (1972)",sophie's choice (1982),3
"godfather, the (1972)",tales from the crypt presents: bordello of blood (1996),3
"godfather: part ii, the (1974)",in the mouth of madness (1995),3
"godfather: part ii, the (1974)",jude (1996),3
"godfather: part ii, the (1974)","piano, the (1993)",3
"godfather: part ii, the (1974)","prophecy, the (1995)",2
"godfather: part ii, the (1974)",short cuts (1993),2
"godfather: part ii, the (1974)",sophie's choice (1982),2
"godfather: part ii, the (1974)",when we were kings (1996),4
goodfellas (1990),in the mouth of madness (1995),3
goodfellas (1990),night of the living dead (1968),6
goodfellas (1990),"prophecy, the (1995)",3
goodfellas (1990),sophie's choice (1982),2
"grifters, the (1990)",in the mouth of madness (1995),2
"grifters, the (1990)",jude (1996),2
"grifters, the (1990)",platoon (1986),4
his girl friday (1940),when we were kings (1996),2
hoop dreams (1994),in the name of the father (1993),2
hoop dreams (1994),mystery science theater 3000: the movie (1996),3
hoop dreams (1994),notorious (1946),2
hoop dreams (1994),sophie's choice (1982),2
in the line of fire (1993),meet me in st. louis (1944),2
in the line of fire (1993),night of the living dead (1968),4
in the line of fire (1993),notorious (1946),4
